URL,Date,Congress,Title,Congressional Record,Text
     the transfer of defense articles and, as applicable, defense 
     services, shall be paused until the required assurances are 
     obtained.
       (d) This memorandum does not apply to (1) air defense 
     systems; (2) other defense articles or defense services that 
     are intended to be used for strictly defensive purposes or 
     are exclusively for non-lethal purposes other than in armed 
     conflict; (3) defense articles or defense services that are 
     non-lethal in nature; or (4) transfers strictly for the 
     operational needs of the Department of Defense.

[[Page S580]]

       (e) This memorandum shall apply to the provision to foreign 
     governments by the Departments of State or Defense of any 
     defense services the Secretary of State or the Secretary of 
     Defense determines to be appropriate under their respective 
     authorities in furthering the aims of the policy outlined in 
     this memorandum.
       (f) in rare and extraordinary circumstances justified by an 
     imperative associated with the national security of the 
     United States, and with concurrent notification to the 
     President, including an articulation of the relevant 
     justification, the Secretary of State or the Secretary of 
     Defense may waive the requirements of this section. Such 
     waiver should be as limited in time, scope, and nature as 
     deemed necessary to advance the interests of United States 
     national security.
       Sec. 2. Congressional Reporting. (a) Not later than 90 days 
     after the date of this memorandum, and once every fiscal year 
     thereafter, the Secretaries of State and Defense shall report 
     in written form and, to the extent additionally appropriate, 
     through verbal briefings by appropriate senior officials of 
     their respective departments, to the Committee on Foreign 
     Relations, the Committee on Armed Services, and the Committee 
     on Appropriations of the Senate; the Committee on Foreign 
     Affairs, the Committee on Armed Services, and the Committee 
     on Appropriations of the House of Representatives; and, upon 
     request, other congressional national security committees as 
     appropriate. The written report shall address defense 
     articles and, as appropriate, defense services, provided by 
     the Departments of State or Defense described in subsections 
     1(a) and 1(e) of this memorandum, and shall include:
       (i) any new assurances obtained since the prior report;
       (ii) an assessment of any credible reports or allegations 
     that such defense articles and, as appropriate, defense 
     services, have been used in a manner not consistent with 
     international law, including international humanitarian law; 
     such assessment shall include any determinations, if they can 
     reasonably be made, as to whether use has occurred in a 
     manner not consistent with international law, and if so, 
     whether the recipient country has pursued appropriate 
     accountability;
       (iii) a description of the procedures used to make the 
     assessment described in subsection (a)(ii) of this section;
       (iv) an assessment and analysis of (1) any credible reports 
